Song Name,Artist,Genre,Popularity
Din Dil,Shreya Ghoshal,Hip-Hop,83
Zindagi Mere,Sonu Nigam,Indie,81
Raat Jaan,Arijit Singh,Indie,87
Dil Dil,Atif Aslam,Indie,83
Pyar Mere,Arijit Singh,Folk,99
Raat Pyar,Badshah,Punjabi,91
Zindagi Tere,Sonu Nigam,Bollywood,93
Dil Mere,Neha Kakkar,Pop,86
Tere Zindagi,Badshah,Punjabi,89
Tere Mohabbat,Arijit Singh,Folk,80
Tere Pyar,Atif Aslam,Fusion,93
Zindagi Pyar,Badshah,Indie,92
Mohabbat Zindagi,Shreya Ghoshal,Pop,94
Din Mohabbat,Neha Kakkar,Folk,84
Ishq Mohabbat,Jubin Nautiyal,Punjabi,84
Jaan Jaan,Atif Aslam,Bollywood,98
Pyar Pyar,KK,Retro,88
Zindagi Mohabbat,Badshah,Indie,93
Mere Raat,Shreya Ghoshal,Punjabi,83
Din Zindagi,Jubin Nautiyal,Punjabi,95
Mohabbat Zindagi,Atif Aslam,Punjabi,100
Mere Dil,Atif Aslam,Bollywood,98
Tere Dil,Shreya Ghoshal,Pop,86
Pyar Pyar,Neha Kakkar,Pop,83
Zindagi Mohabbat,Arijit Singh,Hip-Hop,86
Tere Zindagi,Sonu Nigam,Punjabi,81
Ishq Din,Sonu Nigam,Hip-Hop,85
Dil Ishq,Badshah,Pop,100
Din Jaan,Jubin Nautiyal,Hip-Hop,92
Raat Pyar,KK,Retro,88
Dil Din,Jubin Nautiyal,Indie,88
Ishq Raat,Arijit Singh,Retro,96
Jaan Raat,KK,Fusion,93
Mohabbat Din,Neha Kakkar,Folk,97
Mohabbat Zindagi,Shreya Ghoshal,Retro,84
Mohabbat Mere,Jubin Nautiyal,Hip-Hop,80
Mohabbat Zindagi,Arijit Singh,Retro,85
Din Dil,Shreya Ghoshal,Indie,95
Din Tere,Badshah,Bollywood,99
Ishq Raat,Neha Kakkar,Pop,90
Pyar Tere,Shreya Ghoshal,Folk,83
Tere Pyar,Neha Kakkar,Fusion,84
Mohabbat Tere,Neha Kakkar,Punjabi,80
Din Tere,KK,Bollywood,90
Din Ishq,Arijit Singh,Folk,83
Tere Jaan,Jubin Nautiyal,Retro,98
Raat Din,KK,Indie,95
Mohabbat Zindagi,Badshah,Bollywood,87
Ishq Jaan,Neha Kakkar,Folk,95
Ishq Raat,Sonu Nigam,Fusion,94
Dil Zindagi,Arijit Singh,Hip-Hop,86
Din Ishq,Sonu Nigam,Punjabi,96
Raat Din,Sonu Nigam,Punjabi,86
Jaan Zindagi,Shreya Ghoshal,Bollywood,80
Raat Mere,Neha Kakkar,Folk,99
Ishq Zindagi,Shreya Ghoshal,Punjabi,94
Tere Din,KK,Hip-Hop,82
Mere Din,Atif Aslam,Punjabi,88
Mere Mere,Jubin Nautiyal,Punjabi,96
Jaan Ishq,Sonu Nigam,Hip-Hop,93
Tere Mohabbat,Jubin Nautiyal,Pop,83
Dil Raat,Atif Aslam,Indie,100
Din Jaan,Sonu Nigam,Hip-Hop,98
Din Ishq,Shreya Ghoshal,Bollywood,86
Ishq Mohabbat,Badshah,Folk,81
Dil Jaan,Shreya Ghoshal,Indie,99
Mohabbat Dil,Jubin Nautiyal,Fusion,94
Ishq Jaan,Neha Kakkar,Fusion,96
Pyar Dil,Neha Kakkar,Pop,89
Pyar Tere,Shreya Ghoshal,Bollywood,94
Ishq Raat,Jubin Nautiyal,Folk,84
Raat Ishq,Jubin Nautiyal,Indie,85
Zindagi Jaan,Neha Kakkar,Pop,98
Pyar Zindagi,Shreya Ghoshal,Pop,89
Raat Mere,Badshah,Punjabi,88
Jaan Dil,Neha Kakkar,Indie,89
Zindagi Mere,KK,Bollywood,89
Tere Mere,Neha Kakkar,Indie,92
Dil Tere,KK,Bollywood,99
Din Zindagi,Sonu Nigam,Pop,94
Mere Mohabbat,Neha Kakkar,Punjabi,98
Tere Ishq,Jubin Nautiyal,Indie,96
Ishq Zindagi,Sonu Nigam,Bollywood,94
Din Raat,Shreya Ghoshal,Retro,86
Raat Tere,Neha Kakkar,Fusion,81
Din Raat,Shreya Ghoshal,Bollywood,87
Ishq Jaan,Badshah,Indie,81
Raat Mohabbat,KK,Indie,90
Tere Pyar,Sonu Nigam,Indie,89
Ishq Jaan,Jubin Nautiyal,Hip-Hop,89
Pyar Din,Badshah,Retro,84
Ishq Ishq,Neha Kakkar,Punjabi,82
Mohabbat Dil,Neha Kakkar,Fusion,99
Zindagi Tere,Sonu Nigam,Fusion,83
Mere Jaan,KK,Retro,88
Pyar Tere,Jubin Nautiyal,Retro,91
Mere Tere,Atif Aslam,Pop,89
Din Pyar,Shreya Ghoshal,Hip-Hop,94
Jaan Pyar,Shreya Ghoshal,Retro,92
Jaan Pyar,Jubin Nautiyal,Folk,84
Pyar Din,Sonu Nigam,Bollywood,93
Mere Mere,Shreya Ghoshal,Punjabi,82
Tere Zindagi,Atif Aslam,Hip-Hop,80
Mohabbat Mohabbat,Jubin Nautiyal,Punjabi,89
Ishq Pyar,Sonu Nigam,Punjabi,97
Raat Dil,Sonu Nigam,Folk,96
Mohabbat Pyar,Arijit Singh,Fusion,93
Mere Pyar,Shreya Ghoshal,Punjabi,87
Dil Mohabbat,Arijit Singh,Fusion,93
Tere Din,Shreya Ghoshal,Pop,97
Zindagi Mohabbat,Badshah,Fusion,98
Mere Raat,Badshah,Bollywood,83
Tere Din,Atif Aslam,Punjabi,83
Pyar Jaan,Shreya Ghoshal,Punjabi,90
Dil Raat,Jubin Nautiyal,Hip-Hop,88
Din Pyar,KK,Retro,92
Dil Jaan,Arijit Singh,Indie,98
Ishq Mohabbat,Badshah,Hip-Hop,80
Mohabbat Mere,Atif Aslam,Retro,96
Mohabbat Mohabbat,Neha Kakkar,Bollywood,97
Jaan Ishq,Sonu Nigam,Fusion,93
Zindagi Mohabbat,Sonu Nigam,Hip-Hop,83
Raat Jaan,Jubin Nautiyal,Folk,86
Zindagi Tere,Jubin Nautiyal,Pop,80
Jaan Pyar,Jubin Nautiyal,Hip-Hop,94
Din Zindagi,Shreya Ghoshal,Folk,81
Jaan Tere,Jubin Nautiyal,Retro,93
Ishq Mere,Badshah,Fusion,96
Din Zindagi,Atif Aslam,Retro,96
Raat Mohabbat,Neha Kakkar,Fusion,88
Mohabbat Dil,Badshah,Punjabi,90
Mere Ishq,Badshah,Retro,89
Mohabbat Ishq,KK,Indie,90
Dil Pyar,Shreya Ghoshal,Punjabi,95
Pyar Pyar,Shreya Ghoshal,Punjabi,82
Tere Jaan,KK,Folk,98
Pyar Mere,KK,Retro,97
Tere Zindagi,Sonu Nigam,Hip-Hop,90
Zindagi Mohabbat,Neha Kakkar,Hip-Hop,94
Mere Raat,Atif Aslam,Hip-Hop,81
Pyar Tere,Atif Aslam,Retro,83
Raat Mohabbat,Sonu Nigam,Retro,86
Ishq Zindagi,Neha Kakkar,Folk,99
Jaan Ishq,Jubin Nautiyal,Hip-Hop,85
Ishq Pyar,KK,Bollywood,94
Tere Dil,Jubin Nautiyal,Indie,83
Ishq Mohabbat,Neha Kakkar,Retro,81
Dil Zindagi,Shreya Ghoshal,Pop,98
Dil Pyar,Jubin Nautiyal,Folk,81
Jaan Tere,Shreya Ghoshal,Retro,81
Raat Raat,Neha Kakkar,Retro,99
Jaan Ishq,Shreya Ghoshal,Punjabi,100
Jaan Dil,Atif Aslam,Indie,95
Ishq Tere,Neha Kakkar,Bollywood,97
Dil Ishq,Shreya Ghoshal,Indie,100
Mohabbat Ishq,Arijit Singh,Punjabi,95
Mere Mohabbat,Sonu Nigam,Retro,82
Raat Pyar,Neha Kakkar,Fusion,88
Zindagi Raat,Atif Aslam,Pop,95
Raat Pyar,KK,Fusion,90
Raat Raat,Atif Aslam,Fusion,91
Dil Pyar,Jubin Nautiyal,Folk,87
Mohabbat Raat,Shreya Ghoshal,Punjabi,98
Dil Zindagi,Sonu Nigam,Fusion,85
Dil Mohabbat,Badshah,Hip-Hop,96
Mohabbat Raat,Jubin Nautiyal,Retro,82
Tere Mohabbat,Shreya Ghoshal,Folk,99
Ishq Pyar,Jubin Nautiyal,Indie,85
Raat Jaan,Atif Aslam,Hip-Hop,95
Mere Din,Atif Aslam,Folk,98
Dil Zindagi,Sonu Nigam,Fusion,96
Raat Raat,Shreya Ghoshal,Retro,87
Zindagi Pyar,Atif Aslam,Punjabi,100
Mere Jaan,Shreya Ghoshal,Fusion,86
Jaan Zindagi,Shreya Ghoshal,Hip-Hop,88
Mohabbat Dil,Badshah,Folk,100
Mohabbat Mohabbat,Sonu Nigam,Bollywood,100
Ishq Jaan,Sonu Nigam,Punjabi,88
Mere Jaan,Shreya Ghoshal,Bollywood,97
Dil Zindagi,Neha Kakkar,Fusion,88
Dil Raat,Neha Kakkar,Fusion,98
Dil Mohabbat,Badshah,Indie,81
Zindagi Raat,Atif Aslam,Folk,92
Mohabbat Tere,Atif Aslam,Fusion,87
Tere Jaan,Badshah,Hip-Hop,93
Pyar Mere,Arijit Singh,Retro,96
Ishq Raat,Atif Aslam,Hip-Hop,88
Dil Din,Sonu Nigam,Pop,94
Raat Mere,Shreya Ghoshal,Indie,90
Pyar Dil,Arijit Singh,Folk,100
Mohabbat Din,KK,Hip-Hop,89
Raat Tere,KK,Retro,80
Mohabbat Tere,KK,Retro,96
Mere Mere,Jubin Nautiyal,Bollywood,87
Raat Raat,Atif Aslam,Fusion,98
Mohabbat Jaan,Badshah,Punjabi,93
Tere Ishq,Neha Kakkar,Punjabi,86
Ishq Ishq,KK,Folk,94
Zindagi Dil,Jubin Nautiyal,Pop,84
Din Mohabbat,Atif Aslam,Retro,96
Pyar Mohabbat,KK,Punjabi,83
Dil Ishq,Jubin Nautiyal,Folk,80
Mohabbat Mohabbat,Sonu Nigam,Bollywood,87
Pyar Jaan,Shreya Ghoshal,Fusion,81
Pyar Din,Badshah,Pop,90
Mere Jaan,Shreya Ghoshal,Hip-Hop,85
Pyar Mere,Badshah,Bollywood,81
Zindagi Zindagi,KK,Indie,100
Pyar Mere,Neha Kakkar,Retro,98
Dil Jaan,Sonu Nigam,Retro,80
Dil Raat,Arijit Singh,Bollywood,89
Tere Din,Jubin Nautiyal,Folk,95
Zindagi Jaan,Neha Kakkar,Fusion,87
Jaan Jaan,KK,Indie,95
Zindagi Pyar,Badshah,Folk,84
Raat Ishq,Shreya Ghoshal,Fusion,88
Tere Zindagi,KK,Retro,89
Dil Jaan,Arijit Singh,Punjabi,99
Mohabbat Din,Sonu Nigam,Folk,95
Raat Mohabbat,KK,Indie,86
Raat Mohabbat,Shreya Ghoshal,Bollywood,86
Raat Zindagi,Shreya Ghoshal,Bollywood,84
Mere Pyar,Arijit Singh,Bollywood,88
Ishq Mohabbat,KK,Punjabi,98
Ishq Dil,Neha Kakkar,Fusion,93
Ishq Pyar,Badshah,Hip-Hop,88
Tere Zindagi,Arijit Singh,Folk,86
Tere Mohabbat,Atif Aslam,Indie,82
Din Din,Shreya Ghoshal,Folk,87
Mere Raat,Neha Kakkar,Indie,82
Din Pyar,Neha Kakkar,Indie,90
Din Pyar,Sonu Nigam,Indie,100
Tere Tere,Badshah,Indie,88
Pyar Ishq,Arijit Singh,Pop,83
Pyar Dil,Sonu Nigam,Bollywood,86
Ishq Raat,Jubin Nautiyal,Bollywood,81
Pyar Zindagi,Arijit Singh,Indie,86
Din Din,Sonu Nigam,Folk,80
Mohabbat Tere,Shreya Ghoshal,Bollywood,87
Jaan Dil,Sonu Nigam,Pop,86
Ishq Ishq,Shreya Ghoshal,Retro,87
Mere Din,Sonu Nigam,Folk,99
Ishq Dil,Atif Aslam,Indie,90
Din Jaan,Arijit Singh,Hip-Hop,87
Ishq Din,Arijit Singh,Hip-Hop,88
Jaan Din,Atif Aslam,Fusion,82
Din Tere,Sonu Nigam,Indie,88
Mohabbat Pyar,Jubin Nautiyal,Folk,100
Ishq Pyar,Shreya Ghoshal,Retro,91
Pyar Raat,KK,Fusion,99
Ishq Jaan,KK,Retro,92
Dil Mere,Arijit Singh,Indie,85
Jaan Tere,Jubin Nautiyal,Hip-Hop,88
Ishq Jaan,Sonu Nigam,Punjabi,93
Jaan Tere,Arijit Singh,Retro,96
Ishq Tere,KK,Indie,98
Zindagi Zindagi,Shreya Ghoshal,Retro,92
Jaan Mohabbat,Badshah,Pop,83
Zindagi Mere,Jubin Nautiyal,Hip-Hop,84
Dil Tere,Sonu Nigam,Bollywood,85
Ishq Zindagi,Badshah,Indie,83
Din Dil,Sonu Nigam,Bollywood,88
Zindagi Zindagi,Atif Aslam,Punjabi,97
Jaan Mohabbat,Jubin Nautiyal,Retro,80
Zindagi Pyar,Neha Kakkar,Folk,96
Tere Tere,Sonu Nigam,Hip-Hop,94
Jaan Din,Badshah,Hip-Hop,96
Ishq Zindagi,KK,Punjabi,84
Ishq Raat,Atif Aslam,Hip-Hop,89
Din Ishq,Sonu Nigam,Punjabi,98
Mohabbat Tere,Neha Kakkar,Bollywood,85
Dil Mohabbat,Jubin Nautiyal,Pop,81
Zindagi Zindagi,Atif Aslam,Indie,88
Tere Zindagi,Arijit Singh,Retro,96
Mere Jaan,Shreya Ghoshal,Fusion,100
Zindagi Raat,Atif Aslam,Pop,97
Mohabbat Mohabbat,Atif Aslam,Fusion,100
Raat Raat,Sonu Nigam,Fusion,80
Tere Dil,Shreya Ghoshal,Pop,81
Pyar Din,Sonu Nigam,Indie,90
Mohabbat Jaan,Badshah,Retro,93
Din Zindagi,Jubin Nautiyal,Punjabi,90
Dil Raat,Arijit Singh,Folk,94
Jaan Pyar,Jubin Nautiyal,Punjabi,81
Tere Jaan,Sonu Nigam,Indie,88
Pyar Pyar,Shreya Ghoshal,Hip-Hop,97
Ishq Din,Sonu Nigam,Hip-Hop,99
Din Zindagi,KK,Bollywood,94
Ishq Zindagi,KK,Hip-Hop,83
Dil Dil,Jubin Nautiyal,Folk,90
Raat Pyar,Atif Aslam,Indie,96
Mere Din,Neha Kakkar,Retro,95
Mere Mohabbat,Jubin Nautiyal,Hip-Hop,94
Raat Zindagi,Shreya Ghoshal,Pop,98
Mohabbat Pyar,Badshah,Indie,90
Ishq Mohabbat,Badshah,Punjabi,92
Pyar Zindagi,Neha Kakkar,Indie,85
Ishq Raat,Arijit Singh,Retro,81
Mohabbat Mere,Arijit Singh,Pop,96
Din Jaan,Shreya Ghoshal,Indie,98
Jaan Din,Jubin Nautiyal,Retro,92
Jaan Pyar,Arijit Singh,Bollywood,89
Jaan Tere,Sonu Nigam,Folk,82
Pyar Zindagi,Jubin Nautiyal,Retro,93
Zindagi Mere,Jubin Nautiyal,Folk,92
Mere Mohabbat,Atif Aslam,Retro,84
Tere Ishq,Atif Aslam,Fusion,85
Tere Pyar,Badshah,Bollywood,100
Ishq Din,Neha Kakkar,Folk,95
Ishq Din,Arijit Singh,Folk,99
Pyar Din,Arijit Singh,Pop,85
Zindagi Zindagi,Atif Aslam,Folk,94
Dil Pyar,Badshah,Indie,88
Pyar Mohabbat,Shreya Ghoshal,Hip-Hop,82
Zindagi Dil,Neha Kakkar,Folk,84
Dil Din,Sonu Nigam,Pop,98
Mere Din,Neha Kakkar,Folk,82
Mere Din,KK,Indie,82
Dil Ishq,KK,Pop,91
Mere Tere,Shreya Ghoshal,Fusion,87
Jaan Mohabbat,Jubin Nautiyal,Fusion,100
Pyar Pyar,Atif Aslam,Punjabi,84
Mere Ishq,Atif Aslam,Pop,91
Mere Dil,Arijit Singh,Retro,90
Jaan Raat,Shreya Ghoshal,Pop,100
Zindagi Pyar,Arijit Singh,Punjabi,82
Jaan Ishq,KK,Fusion,84
Mohabbat Dil,Neha Kakkar,Punjabi,94
Tere Zindagi,Badshah,Folk,86
Pyar Ishq,Atif Aslam,Hip-Hop,97
Zindagi Zindagi,Shreya Ghoshal,Folk,86
Mohabbat Tere,Badshah,Hip-Hop,91
Pyar Tere,Neha Kakkar,Bollywood,86
Din Mere,Shreya Ghoshal,Retro,86
Mere Zindagi,KK,Retro,92
Pyar Mere,Sonu Nigam,Hip-Hop,97
Tere Mere,Arijit Singh,Punjabi,93
Pyar Dil,Arijit Singh,Fusion,80
Mohabbat Ishq,KK,Retro,82
Raat Tere,Badshah,Folk,84
Din Pyar,Sonu Nigam,Indie,97
Pyar Zindagi,Atif Aslam,Hip-Hop,86
Ishq Din,Badshah,Folk,83
Mohabbat Pyar,Arijit Singh,Hip-Hop,83
Mere Mere,Badshah,Fusion,94
Zindagi Mohabbat,Atif Aslam,Indie,98
Din Dil,Badshah,Folk,88
Tere Mohabbat,Neha Kakkar,Hip-Hop,94
Jaan Mere,Atif Aslam,Folk,96
Din Mere,Neha Kakkar,Hip-Hop,85
Jaan Dil,KK,Fusion,90
Zindagi Ishq,Sonu Nigam,Hip-Hop,80
Mohabbat Pyar,Atif Aslam,Punjabi,81
Ishq Pyar,Arijit Singh,Folk,84
Mere Raat,Badshah,Bollywood,93
Raat Zindagi,Atif Aslam,Folk,88
Jaan Mohabbat,Badshah,Folk,93
Jaan Dil,Atif Aslam,Folk,90
Jaan Tere,Atif Aslam,Hip-Hop,95
Jaan Pyar,Badshah,Punjabi,85
Zindagi Tere,Arijit Singh,Fusion,92
Ishq Zindagi,Atif Aslam,Fusion,85
Mohabbat Tere,KK,Pop,92
Dil Tere,Shreya Ghoshal,Punjabi,100
Ishq Pyar,Sonu Nigam,Indie,88
Mere Mohabbat,Arijit Singh,Retro,93
Zindagi Pyar,Shreya Ghoshal,Fusion,99
Din Dil,Shreya Ghoshal,Hip-Hop,82
Din Mohabbat,Shreya Ghoshal,Retro,98
Ishq Jaan,Jubin Nautiyal,Indie,98
Ishq Dil,KK,Indie,86
Mere Din,Shreya Ghoshal,Indie,100
Pyar Tere,Jubin Nautiyal,Fusion,92
Zindagi Tere,Shreya Ghoshal,Pop,91
Dil Ishq,Sonu Nigam,Hip-Hop,83
Tere Mohabbat,KK,Fusion,88
Jaan Raat,Neha Kakkar,Pop,83
Jaan Ishq,Jubin Nautiyal,Indie,84
Dil Mere,Jubin Nautiyal,Retro,83
Ishq Tere,Neha Kakkar,Hip-Hop,100
Tere Ishq,Neha Kakkar,Fusion,99
Zindagi Mere,Badshah,Bollywood,91
Mere Zindagi,Atif Aslam,Pop,85
Zindagi Pyar,KK,Bollywood,80
Mohabbat Jaan,KK,Punjabi,89
Mere Dil,Neha Kakkar,Retro,81
Mere Mere,Jubin Nautiyal,Hip-Hop,80
Raat Mere,Shreya Ghoshal,Punjabi,91
Raat Dil,Neha Kakkar,Indie,94
Din Din,Badshah,Retro,93
Mere Tere,Neha Kakkar,Pop,97
Raat Mere,Atif Aslam,Folk,91
Mere Tere,Sonu Nigam,Folk,85
Ishq Jaan,Sonu Nigam,Bollywood,90
Din Raat,Sonu Nigam,Bollywood,93
Pyar Zindagi,Arijit Singh,Fusion,85
Mere Mohabbat,Atif Aslam,Folk,93
Zindagi Din,Shreya Ghoshal,Retro,97
Ishq Raat,Shreya Ghoshal,Folk,96
Ishq Dil,Sonu Nigam,Hip-Hop,90
Jaan Tere,Neha Kakkar,Pop,85
Zindagi Din,Sonu Nigam,Hip-Hop,84
Mohabbat Zindagi,Shreya Ghoshal,Fusion,95
Raat Raat,Badshah,Bollywood,81
Din Tere,KK,Punjabi,98
Dil Raat,Arijit Singh,Folk,92
Pyar Jaan,Shreya Ghoshal,Punjabi,89
Dil Raat,Shreya Ghoshal,Fusion,87
Raat Pyar,Arijit Singh,Retro,95
Din Dil,KK,Retro,92
Dil Dil,KK,Retro,83
Raat Jaan,Shreya Ghoshal,Indie,93
Din Raat,Neha Kakkar,Bollywood,91
Mohabbat Zindagi,Arijit Singh,Pop,87
Mohabbat Jaan,Shreya Ghoshal,Folk,100
Zindagi Raat,KK,Indie,82
Mohabbat Din,Neha Kakkar,Folk,80
Din Dil,Shreya Ghoshal,Folk,84
Mere Tere,Badshah,Bollywood,91
Zindagi Pyar,Badshah,Fusion,99
Mere Mere,Neha Kakkar,Hip-Hop,90
Dil Mere,Shreya Ghoshal,Fusion,93
Pyar Dil,Jubin Nautiyal,Indie,86
Mere Ishq,Arijit Singh,Fusion,86
Dil Raat,Atif Aslam,Indie,86
Raat Din,Shreya Ghoshal,Bollywood,100
Dil Zindagi,Jubin Nautiyal,Fusion,97
Pyar Tere,Atif Aslam,Fusion,84
Ishq Mohabbat,KK,Fusion,81
Pyar Dil,Badshah,Folk,95
Jaan Ishq,Arijit Singh,Folk,93
Ishq Zindagi,Badshah,Hip-Hop,82
Ishq Mohabbat,Atif Aslam,Bollywood,85
Mohabbat Din,Sonu Nigam,Punjabi,96
Zindagi Mohabbat,Jubin Nautiyal,Fusion,99
Jaan Tere,Arijit Singh,Indie,100
Dil Dil,Neha Kakkar,Pop,89
Raat Mohabbat,Arijit Singh,Punjabi,86
Din Pyar,Badshah,Folk,85
Pyar Mere,Shreya Ghoshal,Folk,90
Raat Din,Sonu Nigam,Retro,88
Raat Tere,Sonu Nigam,Fusion,93
Ishq Jaan,Badshah,Bollywood,82
Mere Mere,Jubin Nautiyal,Pop,92
Pyar Pyar,Atif Aslam,Folk,95
Mohabbat Mere,Sonu Nigam,Indie,82
Raat Mere,Arijit Singh,Folk,81
Ishq Mere,Atif Aslam,Indie,80
Pyar Tere,Badshah,Pop,93
Dil Tere,Neha Kakkar,Hip-Hop,84
Mohabbat Raat,Neha Kakkar,Punjabi,100
Din Pyar,KK,Hip-Hop,93
Zindagi Dil,Arijit Singh,Retro,89
Raat Din,Badshah,Indie,88
Din Mere,Neha Kakkar,Hip-Hop,86
Jaan Mohabbat,KK,Fusion,84
Mere Mohabbat,Badshah,Folk,98
Raat Jaan,Shreya Ghoshal,Pop,80
Tere Raat,Sonu Nigam,Pop,84
Jaan Raat,Arijit Singh,Fusion,100
Mere Raat,Neha Kakkar,Fusion,87
Mohabbat Tere,Shreya Ghoshal,Pop,93
Pyar Tere,Sonu Nigam,Fusion,83
Dil Zindagi,Atif Aslam,Pop,97
Dil Zindagi,Atif Aslam,Bollywood,95
Ishq Zindagi,Arijit Singh,Retro,92
Dil Din,Sonu Nigam,Hip-Hop,91
Tere Mere,Arijit Singh,Bollywood,99
Mohabbat Mohabbat,Sonu Nigam,Folk,88
Zindagi Zindagi,Atif Aslam,Folk,92
Jaan Dil,Shreya Ghoshal,Hip-Hop,98
Mohabbat Zindagi,Jubin Nautiyal,Hip-Hop,97
Zindagi Tere,Badshah,Punjabi,86
Dil Ishq,KK,Bollywood,82
Pyar Din,Atif Aslam,Bollywood,94
Ishq Mohabbat,Neha Kakkar,Hip-Hop,99
Zindagi Tere,Jubin Nautiyal,Hip-Hop,81
Pyar Raat,Sonu Nigam,Folk,80
Pyar Pyar,KK,Pop,80
Zindagi Dil,Sonu Nigam,Pop,98
Mere Jaan,Arijit Singh,Hip-Hop,89
Zindagi Ishq,Neha Kakkar,Folk,90
Din Ishq,Neha Kakkar,Folk,81
Mohabbat Tere,Jubin Nautiyal,Hip-Hop,94
Zindagi Raat,KK,Punjabi,93
Raat Mere,Badshah,Pop,94
Dil Mere,Badshah,Hip-Hop,85
Mere Tere,Arijit Singh,Punjabi,86
Din Tere,Sonu Nigam,Bollywood,84
Pyar Jaan,Atif Aslam,Bollywood,92
Jaan Dil,Atif Aslam,Pop,96
Jaan Raat,Arijit Singh,Pop,82
Dil Zindagi,Neha Kakkar,Pop,88
Jaan Dil,Atif Aslam,Punjabi,89
Jaan Pyar,Atif Aslam,Pop,84
Jaan Dil,KK,Retro,84
Pyar Zindagi,Neha Kakkar,Retro,84
Jaan Din,KK,Punjabi,100
Mohabbat Mere,KK,Bollywood,97
Din Pyar,Sonu Nigam,Hip-Hop,95
Mere Ishq,KK,Hip-Hop,80
Mere Din,Atif Aslam,Folk,82
Jaan Zindagi,Jubin Nautiyal,Hip-Hop,95
Jaan Jaan,Badshah,Indie,94
Mohabbat Din,Shreya Ghoshal,Folk,83
Raat Pyar,Jubin Nautiyal,Bollywood,83
Din Mere,Arijit Singh,Retro,90
Tere Mere,Shreya Ghoshal,Bollywood,83
Dil Tere,Arijit Singh,Bollywood,87
Mohabbat Zindagi,Atif Aslam,Fusion,96
Tere Dil,Arijit Singh,Hip-Hop,82
Raat Dil,KK,Retro,89
Mohabbat Ishq,Sonu Nigam,Punjabi,100
Raat Pyar,Sonu Nigam,Fusion,82
Mere Dil,Sonu Nigam,Fusion,88
Din Din,Neha Kakkar,Fusion,86
Jaan Raat,KK,Pop,91
Raat Ishq,Jubin Nautiyal,Indie,96
Raat Din,KK,Indie,94
Jaan Ishq,Neha Kakkar,Pop,84
Tere Ishq,Neha Kakkar,Hip-Hop,97
Din Jaan,Badshah,Retro,83
Tere Din,Neha Kakkar,Fusion,85
Jaan Mere,Arijit Singh,Fusion,83
Jaan Zindagi,KK,Indie,93
Dil Jaan,Atif Aslam,Indie,92
Mohabbat Mohabbat,Neha Kakkar,Bollywood,97
Pyar Raat,Jubin Nautiyal,Folk,98
Mere Mohabbat,Neha Kakkar,Bollywood,88
Tere Ishq,Neha Kakkar,Fusion,85
Mohabbat Jaan,Atif Aslam,Punjabi,96
Tere Jaan,Arijit Singh,Bollywood,97
Mere Tere,KK,Retro,87
Ishq Mohabbat,Badshah,Punjabi,90
Zindagi Ishq,Jubin Nautiyal,Punjabi,83
Tere Jaan,Badshah,Retro,87
Tere Pyar,Jubin Nautiyal,Hip-Hop,90
Zindagi Ishq,KK,Retro,92
Ishq Zindagi,Atif Aslam,Folk,92
Jaan Raat,Atif Aslam,Folk,89
Zindagi Pyar,Shreya Ghoshal,Punjabi,97
Jaan Din,Neha Kakkar,Fusion,97
Tere Jaan,Sonu Nigam,Bollywood,89
Mere Dil,Neha Kakkar,Folk,100
Dil Zindagi,Jubin Nautiyal,Indie,96
Zindagi Mohabbat,Atif Aslam,Hip-Hop,96
Mohabbat Dil,Atif Aslam,Retro,82
Din Zindagi,KK,Retro,92
Dil Mere,Sonu Nigam,Hip-Hop,100
Mohabbat Pyar,Neha Kakkar,Punjabi,98
Raat Tere,Badshah,Punjabi,80
Raat Dil,Atif Aslam,Indie,88
Dil Mere,Neha Kakkar,Indie,82
Raat Dil,Arijit Singh,Folk,80
Mere Ishq,Arijit Singh,Indie,81
Raat Din,Arijit Singh,Indie,85
Mohabbat Dil,KK,Folk,90
Jaan Tere,Badshah,Indie,93
Tere Raat,Atif Aslam,Indie,86
Din Jaan,Badshah,Retro,95
Raat Raat,Neha Kakkar,Pop,89
Mere Mohabbat,KK,Hip-Hop,86
Dil Din,KK,Bollywood,87
Din Tere,Atif Aslam,Hip-Hop,89
Mohabbat Mere,Neha Kakkar,Hip-Hop,87
Dil Mohabbat,Arijit Singh,Indie,82
Mere Dil,Jubin Nautiyal,Indie,82
Ishq Tere,Shreya Ghoshal,Bollywood,95
Mere Pyar,Neha Kakkar,Pop,88
Dil Ishq,Jubin Nautiyal,Fusion,84
Raat Raat,Sonu Nigam,Fusion,80
Mere Mere,KK,Indie,93
Tere Din,Neha Kakkar,Indie,89
Raat Tere,Atif Aslam,Pop,92
Din Dil,Badshah,Pop,89
Ishq Mohabbat,Jubin Nautiyal,Retro,94
Tere Din,Badshah,Bollywood,100
Ishq Tere,Sonu Nigam,Indie,85
Zindagi Ishq,Badshah,Folk,95
Pyar Dil,Atif Aslam,Hip-Hop,100
Pyar Dil,KK,Indie,98
Mohabbat Ishq,Badshah,Pop,99
Ishq Zindagi,Neha Kakkar,Punjabi,91
Ishq Pyar,Atif Aslam,Pop,88
Mohabbat Zindagi,Shreya Ghoshal,Folk,97
Pyar Jaan,Jubin Nautiyal,Fusion,92
Jaan Raat,KK,Folk,93
Pyar Jaan,Arijit Singh,Bollywood,82
Tere Tere,Arijit Singh,Pop,84
Pyar Ishq,Shreya Ghoshal,Bollywood,99
